Vehicle_Age_Years,Odometer_Reading_km,Ambient_Temperature_C,Engine_Temp_C,Engine_RPM,Oil_Pressure_psi,Coolant_Level_pct,Battery_Voltage_V,Mass_Airflow_Rate_gs,Throttle_Position_pct,Brake_Pad_Wear_pct,Tire_Pressure_psi,Vibration_Level_mm_s,Fuel_Consumption_L_100km,km_per_year,temp_difference,Brand_Hyundai,Brand_Mahindra,Brand_Maruti Suzuki,Brand_Tata,Model_Baleno,Model_City,Model_Creta,Model_Dzire,Model_Harrier,Model_Nexon,Model_Scorpio,Model_Swift,Model_Thar,Model_Tiago,Model_Venue,Model_Wagon R,Model_XUV300,Model_i10
8,92632,36.0,93.2,2303.0,66.8,93.6,12.6,10.7,58.0,84.3,32.8,0.8,11.5,10292.444444444445,57.2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
9,104606,37.5,103.3,1679.0,53.7,80.2,14.3,8.2,37.6,55.5,32.6,3.7,9.4,10460.6,65.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8,92632,27.6,97.0,732.0,35.9,99.5,11.9,10.4,16.3,49.0,31.1,2.8,11.8,10292.444444444445,69.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,32762,19.3,116.19999999999999,2033.0,40.1,73.5,14.2,3.9,59.4,42.5,31.2,1.0,7.8,8190.5,96.89999999999999,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
10,116580,43.6,88.6,1496.0,25.5,85.1,13.9,9.3,47.7,61.2,32.6,2.4,7.5,10598.181818181818,44.99999999999999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,20788,26.5,104.7,1822.0,62.8,85.1,14.3,9.3,20.6,22.9,32.1,4.0,10.6,6929.333333333333,78.2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
13,152502,31.9,103.9,1961.0,47.3,85.0,12.8,8.4,49.3,77.0,33.5,2.5,6.0,10893.0,72.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,8814,24.8,91.8,1355.0,63.0,79.1,13.6,10.4,19.7,50.2,34.7,2.8,6.7,4407.0,67.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10,116580,37.2,89.5,710.0,49.8,97.7,12.6,7.0,46.3,77.2,32.1,1.1,10.0,10598.181818181818,52.3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
11,128554,13.4,90.7,2129.0,54.3,78.7,13.1,7.7,41.1,42.1,33.8,3.1,5.7,10712.833333333334,77.3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7,80658,17.5,94.8,1758.7278891260155,64.4,92.0,13.7,12.3,15.9,71.3,31.2,1.3,11.1,10082.25,77.3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,8814,15.9,96.5,2480.0,61.3,99.0,14.0,20.9,38.5,46.4,33.0,3.4,7.8,4407.0,80.6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
13,152502,19.7,95.9,754.0,28.6,87.7,13.5,11.7,38.7,50.7,33.6,2.5,10.1,10893.0,76.2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,32762,41.7,98.7,926.0,29.1,77.9,14.2,5.1,44.3,86.1,33.3,3.9,5.0,8190.5,57.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3,32762,32.0,105.3,2309.0,32.6,82.0,13.6,13.8,31.6,31.3,32.8,1.1,11.2,8190.5,73.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7,80658,11.4,97.9,2176.0,46.0,98.2,13.8,9.0,21.5,50.7,34.3,2.9,7.8,10082.25,86.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4,44736,40.5,101.2,1917.0,67.1,84.1,12.9,11.3,46.5,94.9,32.1,3.9,10.5,8947.2,60.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
13,152502,31.9,100.2,1291.0,53.5,93.8,13.7,3.4,23.8,32.1,32.4,3.6,9.3,10893.0,68.30000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8,92632,30.5,100.3,2271.0,37.3,79.0,14.2,7.4,20.4,30.8,34.1,1.9,6.7,10292.444444444445,69.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,32762,39.1,93.3,976.0,50.7,99.6,14.0,7.9,46.2,64.9,32.3,0.7,9.6,8190.5,54.199999999999996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,68684,26.2,90.9,1466.0,47.0,88.2,13.8,20.9,40.8,77.7,32.0,1.3,11.8,9812.0,64.7,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
13,152502,34.8,95.9,1087.0,35.1,76.4,12.9,7.6,29.7,88.2,34.3,3.3,6.4,10893.0,61.10000000000001,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4,44736,30.2,98.3,1326.0,27.8,99.6,12.5,3.5,24.7,49.4,32.7,1.2,10.4,8947.2,68.1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,8814,23.3,92.5,2224.0,35.0,85.5,13.5,8.5,49.4,67.9,31.0,2.1,5.5,4407.0,69.2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,32762,14.8,103.1,3057.0,65.3,92.5,14.5,9.4,26.2,42.1,32.4,2.4,11.4,8190.5,88.3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
12,140528,15.9,88.3,715.0,49.8,74.7,13.0,7.5,51.5,68.6,32.9,1.8,11.4,10809.846153846154,72.39999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,128554,26.3,91.2,918.0,63.5,87.8,14.0,13.7,47.9,48.6,34.9,1.3,11.7,10712.833333333334,64.9,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
11,128554,21.3,103.7,812.0,31.5,93.7,12.5,13.7,41.7,62.3,33.8,2.3,9.2,10712.833333333334,82.4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12,140528,28.5,104.4,883.0,40.1,79.3,11.8,12.4,41.4,33.9,31.2,1.4,6.4,10809.846153846154,75.9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5,56710,18.3,88.0,852.0,65.8,95.0,13.3,20.9,34.1,88.9,32.4,1.1,8.2,9451.666666666666,69.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,8814,29.7,93.2,1646.0,65.5,79.3,13.6,20.9,16.5,81.1,32.8,2.3,10.4,4407.0,63.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,92632,10.6,104.3,1810.0,47.6,88.4,14.2,10.0,54.0,44.6,32.8,3.3,10.5,10292.444444444445,93.7,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,92632,42.4,104.3,2021.0,62.7,81.7,12.9,9.4,56.4,55.5,31.5,1.2,6.8,10292.444444444445,61.9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,92632,43.9,101.3,910.0,62.2,87.1,13.7,7.4,27.3,35.9,33.8,1.2,11.1,10292.444444444445,57.4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
12,140528,25.2,88.3,1428.0,61.4,79.0,14.3,10.4,43.5,52.5,32.9,1.2,5.9,10809.846153846154,63.099999999999994,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14,164476,16.6,99.3,1580.0,59.6,97.2,12.5,13.5,49.2,39.4,31.6,1.4,6.9,10965.066666666668,82.69999999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,56710,21.6,105.8,2430.0,56.4,90.7,13.0,8.6,59.4,85.6,34.9,1.6,7.8,9451.666666666666,84.19999999999999,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
12,140528,23.9,88.5,1814.0,43.9,80.6,13.6,20.9,52.7,79.2,34.0,1.9,8.7,10809.846153846154,64.6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6,68684,31.6,103.3,2379.0,59.8,87.6,12.4,7.6,32.4,50.9,32.5,2.4,7.6,9812.0,71.69999999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,56710,13.8,102.8,1932.0,29.1,75.2,14.1,6.6,53.6,86.6,31.0,3.6,10.2,9451.666666666666,89.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,8814,40.5,97.2,1606.0,55.6,79.4,13.0,8.4,19.5,45.0,34.5,2.9,7.7,4407.0,56.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,8814,17.2,95.0,931.0,41.2,72.1,13.9,6.2,46.8,76.0,31.2,2.7,5.8,4407.0,77.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,44736,33.3,94.9,938.9480737025226,29.0,86.8,14.3,11.8,24.1,47.6,32.5,2.3,7.5,8947.2,61.60000000000001,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5,56710,10.8,90.2,1747.0,54.5,83.1,12.8,3.7,23.5,72.7,34.7,3.1,9.8,9451.666666666666,79.4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,32762,43.0,88.2,1477.0,21.4,92.6,13.0,7.5,46.4,93.9,32.7,1.2,7.0,8190.5,45.2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,80658,35.9,97.8,1155.0,33.5,70.5,13.0,3.0,20.4,46.2,33.8,3.3,7.3,10082.25,61.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,56710,20.8,103.2,1334.0,56.0,82.8,13.1,9.8,34.3,69.1,34.0,2.3,9.1,9451.666666666666,82.4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
12,140528,28.9,97.3,1656.0,39.7,78.4,13.5,6.4,26.4,98.7,34.5,3.0,6.2,10809.846153846154,68.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10,116580,28.9,105.0,784.0,30.6,78.8,13.3,6.4,51.6,99.4,34.7,3.4,9.5,10598.181818181818,76.1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12,140528,20.0,94.2,1383.0,47.0,76.8,13.7,4.6,22.8,85.3,33.9,3.1,5.1,10809.846153846154,74.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5,56710,33.2,92.8,1169.0,34.3,89.3,14.4,4.2,19.7,86.8,32.7,2.4,10.1,9451.666666666666,59.599999999999994,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12,140528,28.6,98.6,2421.0,37.3,82.1,12.7,7.6,30.6,62.3,31.6,1.8,5.4,10809.846153846154,70.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,20788,43.7,101.5,1011.0,37.8,94.4,14.2,11.5,59.2,97.9,33.7,2.8,5.0,6929.333333333333,57.8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,44736,25.0,104.7,1209.0,34.3,97.1,14.0,7.2,44.0,17.3,34.9,3.2,9.6,8947.2,79.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12,140528,32.3,113.8,719.0,40.0,71.0,12.5,14.8,55.0,90.8,33.0,2.8,5.0,10809.846153846154,81.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,44736,25.7,92.1,2173.0,53.7,79.2,14.0,9.4,23.9,54.2,34.0,3.7,9.8,8947.2,66.39999999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,8814,32.8,103.0,1170.0,38.5,87.8,14.2,6.4,51.8,6.2,32.2,2.7,6.9,4407.0,70.2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7,80658,27.8,93.1,1707.0,35.3,74.7,13.1,20.9,21.4,94.2,34.8,0.7,10.8,10082.25,65.3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5,56710,21.8,102.7,1703.0,20.9,98.9,12.8,6.4,25.6,52.7,33.5,0.7,11.0,9451.666666666666,80.9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7,80658,42.6,96.9,1685.0,39.6,82.7,13.0,20.9,36.6,93.8,33.4,1.9,7.6,10082.25,54.300000000000004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8,92632,14.6,102.7,2715.0,47.4,85.9,13.8,13.9,21.4,89.9,31.5,3.6,8.2,10292.444444444445,88.10000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,128554,37.9,95.4,1714.0,54.2,93.6,14.4,8.0,39.0,83.7,33.8,3.6,10.4,10712.833333333334,57.50000000000001,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4,44736,42.0,93.2,2355.0,37.7,83.5,13.8,13.5,25.4,59.5,33.4,1.9,5.2,8947.2,51.2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14,164476,37.0,94.6,2213.0,40.8,91.0,12.8,12.2,37.7,67.8,32.2,2.1,8.9,10965.066666666668,57.599999999999994,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4,44736,13.6,89.1,2325.0,31.8,76.0,13.0,13.6,19.9,88.6,34.3,3.0,10.0,8947.2,75.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8814,36.6,105.1,951.0,66.0,95.7,14.2,12.7,43.6,15.5,34.3,2.2,9.3,4407.0,68.5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,8814,34.0,95.1,1817.0,39.7,97.1,13.2,7.3,48.2,30.9,34.4,3.9,6.3,4407.0,61.099999999999994,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,8814,40.3,104.8,2169.0,28.5,72.4,14.3,3.8,59.2,36.5,33.4,2.5,8.2,4407.0,64.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,32762,15.8,101.0,1541.0,27.6,93.5,13.6,3.3,30.6,93.9,31.8,3.7,8.6,8190.5,85.2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
12,140528,19.5,98.0,730.0,54.2,95.2,13.1,7.2,30.3,83.1,33.5,1.1,9.2,10809.846153846154,78.5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7,80658,16.3,103.2,713.0,59.6,97.7,13.8,12.7,57.2,53.0,34.0,1.5,8.9,10082.25,86.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8,92632,16.9,105.1,2096.0,54.3,81.2,13.2,9.5,25.7,44.7,33.6,1.1,10.0,10292.444444444445,88.19999999999999,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6,68684,19.4,104.5,1198.6264071947278,34.9,71.8,12.6,12.8,50.2,88.5,31.4,3.0,11.0,9812.0,85.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,56710,37.7,105.8,1830.0,39.7,99.2,12.9,13.8,55.1,80.6,32.7,2.0,12.0,9451.666666666666,68.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,8814,39.7,88.7,1548.0,29.1,84.4,12.9,3.7,21.7,52.4,34.3,3.4,6.2,4407.0,49.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12,140528,12.5,96.4,1074.0914211184074,31.9,95.7,13.5,10.6,54.4,85.1,32.6,1.3,8.5,10809.846153846154,83.9,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6,68684,10.1,88.5,1582.0,55.5,75.7,11.8,14.8,23.3,32.5,32.1,0.7,9.1,9812.0,78.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10,116580,21.3,95.8,1139.0,65.4,76.7,13.5,9.2,28.1,86.9,33.1,3.9,9.8,10598.181818181818,74.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12,140528,20.2,104.4,2127.0,42.8,82.2,14.2,3.4,31.1,70.2,34.5,3.6,7.6,10809.846153846154,84.2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,8814,28.1,90.4,824.0,50.8,82.5,14.4,5.0,55.4,98.9,33.9,2.5,10.0,4407.0,62.300000000000004,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
11,128554,27.7,115.6,2410.0,57.2,98.9,13.1,6.0,36.2,44.1,33.0,1.7,10.6,10712.833333333334,87.89999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,152502,19.0,92.1,2007.0,42.5,76.3,13.5,10.0,35.1,36.9,34.2,3.4,7.4,10893.0,73.1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
14,164476,30.1,97.9,1205.0,39.6,95.6,14.1,9.1,48.5,42.9,33.5,0.6,5.3,10965.066666666668,67.80000000000001,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11,128554,37.5,101.8,1438.0,65.3,94.7,12.6,13.2,30.5,93.7,33.2,1.7,6.0,10712.833333333334,64.3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10,116580,40.7,89.4,1833.0,62.3,83.6,14.1,4.1,18.0,90.7,33.8,2.7,6.7,10598.181818181818,48.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13,152502,38.9,95.5,1083.0,44.8,73.8,14.3,9.1,24.9,31.5,31.4,3.7,7.2,10893.0,56.6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10,116580,10.4,96.1,1042.0,30.1,80.2,14.0,5.7,38.6,43.4,34.1,1.3,5.7,10598.181818181818,85.69999999999999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11,128554,25.0,97.8,1485.0,66.5,98.7,13.7,5.4,54.3,82.6,31.8,0.9,5.7,10712.833333333334,72.8,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
10,116580,41.3,105.4,790.3587962490734,29.8,85.4,12.6,8.3,58.8,46.5,34.5,2.9,8.5,10598.181818181818,64.10000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,32762,24.9,115.8,1939.0,58.0,90.9,12.4,14.6,56.2,34.4,32.7,2.5,7.3,8190.5,90.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,32762,41.2,97.3,1496.0,59.2,76.2,12.4,5.5,34.1,62.9,34.9,3.6,9.3,8190.5,56.099999999999994,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8,92632,40.7,93.7,1675.0,41.8,92.3,14.1,3.2,33.2,46.1,32.1,3.5,11.9,10292.444444444445,53.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4,44736,40.2,93.6,1246.0,38.7,97.9,13.4,14.0,56.8,78.5,33.5,3.1,9.0,8947.2,53.39999999999999,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,44736,41.9,96.0,1299.0,66.3,85.1,12.5,9.3,26.3,60.2,32.7,1.5,7.9,8947.2,54.1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14,164476,18.7,97.0,1506.6873827288125,56.7,91.5,14.2,14.6,56.0,41.0,33.1,1.6,8.3,10965.066666666668,78.3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,8814,39.5,116.19999999999999,1430.0,54.6,100.0,13.2,4.8,21.9,76.2,32.9,3.7,7.7,4407.0,76.69999999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9,104606,33.1,99.2,1514.0,31.4,74.4,14.3,13.5,48.7,76.2,31.6,1.2,7.3,10460.6,66.1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6,68684,24.3,103.9,2382.0,51.8,74.0,13.9,6.7,43.0,82.2,33.0,3.6,11.8,9812.0,79.60000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,32762,25.2,93.2,1580.0,51.7,88.0,13.3,11.5,25.4,34.1,33.3,3.6,10.4,8190.5,68.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
13,152502,20.2,90.5,2025.0,51.8,75.5,12.8,13.3,59.6,46.2,33.0,3.0,10.1,10893.0,70.3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7,80658,11.7,90.2,741.6548774617477,56.6,81.8,13.1,10.1,25.6,61.0,32.0,3.2,10.5,10082.25,78.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9,104606,34.6,103.1,1190.0,31.8,76.2,13.1,5.7,16.5,79.4,32.5,3.6,5.8,10460.6,68.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
12,140528,21.8,92.7,1208.0,52.5,95.2,12.5,6.3,42.2,85.4,33.2,2.8,5.7,10809.846153846154,70.9,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8,92632,17.0,105.1,1192.0802506203836,34.8,96.7,13.6,3.3,32.0,99.1,32.3,0.8,11.4,10292.444444444445,88.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8,92632,24.5,90.9,1633.0,67.8,87.1,14.3,12.1,47.9,67.9,32.3,3.4,5.0,10292.444444444445,66.4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4,44736,26.8,88.4,1103.0,63.8,90.2,13.3,7.4,35.2,63.9,31.9,2.6,9.3,8947.2,61.60000000000001,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
14,164476,41.5,94.8,927.0,67.4,73.6,14.2,5.7,23.5,61.9,31.4,1.0,11.6,10965.066666666668,53.3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
13,152502,27.1,104.1,2040.0,29.5,96.7,13.1,11.0,39.8,85.3,34.7,2.2,7.8,10893.0,77.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
12,140528,11.7,92.0,2034.0,46.3,78.0,14.5,20.9,44.1,93.3,32.3,0.9,9.5,10809.846153846154,80.3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6,68684,39.5,100.8,1965.0,28.3,94.3,13.5,16.6,48.5,63.3,34.4,3.3,5.7,9812.0,61.3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
9,104606,13.9,104.2,1223.0,45.3,83.7,13.3,20.3,18.1,73.0,31.5,2.7,6.9,10460.6,90.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,20788,23.2,89.5,2361.0,32.6,70.9,13.4,13.3,17.4,35.9,34.1,0.7,5.7,6929.333333333333,66.3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5,56710,12.1,92.1,2387.0,48.5,99.5,13.1,9.2,33.4,85.7,33.3,3.9,11.2,9451.666666666666,80.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14,164476,35.5,99.5,1279.0,55.5,80.1,12.7,6.6,38.7,38.4,34.1,3.9,11.9,10965.066666666668,64.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6,68684,28.1,89.4,2404.0,40.3,98.6,14.2,14.5,56.1,32.5,31.2,1.6,8.2,9812.0,61.300000000000004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,68684,27.3,102.6,752.0,55.8,86.4,13.9,10.4,51.2,34.8,34.8,2.2,8.5,9812.0,75.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,68684,12.7,89.6,1091.0,46.4,70.4,13.1,14.6,54.1,81.3,31.9,2.0,12.0,9812.0,76.89999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,8814,11.3,104.9,1454.0,54.9,74.2,14.4,3.4,52.9,30.5,31.6,2.4,5.5,4407.0,93.60000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9,104606,44.9,88.7,1734.0,23.9,86.6,12.8,6.1,49.9,92.8,32.5,1.0,7.1,10460.6,43.800000000000004,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,44736,12.6,105.8,1362.0,49.1,94.5,11.6,5.3,22.0,37.3,32.0,0.7,7.7,8947.2,93.2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9,104606,35.7,93.5,1921.0,55.2,84.9,13.3,7.9,44.0,88.9,34.5,1.2,5.1,10460.6,57.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,56710,34.9,94.5,1953.0,52.8,78.8,13.0,10.7,47.7,80.0,32.4,1.3,11.2,9451.666666666666,59.6,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7,80658,30.3,102.2,1137.0,41.9,89.4,13.3,8.6,34.1,79.5,32.3,1.0,11.8,10082.25,71.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
13,152502,21.0,90.6,1497.0,44.0,81.2,12.6,4.2,42.3,56.7,32.9,1.7,6.1,10893.0,69.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8,92632,37.4,93.4,792.0,51.0,83.9,12.9,8.0,56.4,49.7,31.2,1.8,8.2,10292.444444444445,56.00000000000001,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
14,164476,43.1,94.7,2410.0,40.5,92.4,14.3,11.6,28.9,81.6,33.9,1.6,10.9,10965.066666666668,51.6,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10,116580,31.5,105.6,896.0,54.3,87.0,13.1,14.7,39.1,61.8,33.6,0.8,11.9,10598.181818181818,74.1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,56710,18.8,93.7,1878.0,36.0,83.1,13.2,8.8,46.7,54.2,32.7,2.7,5.8,9451.666666666666,74.9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,56710,38.6,116.19999999999999,1369.0,45.2,87.1,13.5,7.5,32.7,62.4,34.1,1.5,8.3,9451.666666666666,77.6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12,140528,14.7,95.6,2325.0,34.4,87.2,14.2,12.3,16.3,58.8,34.0,1.6,7.9,10809.846153846154,80.89999999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,20788,41.5,98.4,861.0,44.6,85.1,13.1,9.3,15.6,35.9,31.4,2.8,8.3,6929.333333333333,56.900000000000006,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
12,140528,39.9,98.2,2341.0,31.3,73.4,13.3,13.4,54.6,44.0,31.8,0.7,8.9,10809.846153846154,58.300000000000004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
13,152502,44.5,88.9,1432.0,56.5,89.4,12.6,10.7,17.5,65.7,32.5,1.7,6.4,10893.0,44.400000000000006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,68684,43.7,102.2,1829.0,53.4,83.6,13.4,4.9,25.8,49.5,32.2,1.1,7.1,9812.0,58.5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
