Vehicle_ID,Brand,Model,Vehicle_Age_Years,Odometer_Reading_km,Ambient_Temperature_C,Engine_Temp_C,Engine_RPM,Oil_Pressure_psi,Coolant_Level_pct,Battery_Voltage_V,Mass_Airflow_Rate_gs,Throttle_Position_pct,Brake_Pad_Wear_pct,Tire_Pressure_psi,Vibration_Level_mm_s,Fuel_Consumption_L_100km,Fault_Status,Faulty_Unit,Fault_Type,Fault_Severity
DL12CJY6091,Honda,Amaze,9,104606,39.0,89.9,1100.0,65.7,96.8,13.8,9.1,25.6,44.1,34.8,2.4,11.9,0,No Fault,No Fault,0
DL10CQA5473,Tata,Tiago,4,44736,27.9,94.2,1509.0,44.6,72.2,12.9,7.8,57.8,23.2,33.8,1.0,10.5,1,Brake System,Worn Brakes,4
DL1CSY8683,Honda,Amaze,12,140528,27.8,89.6,1727.0,58.1,82.0,11.6,8.0,44.7,70.8,31.9,2.2,9.0,1,Electrical System,Charging Failure,7
DL6CKV4460,Maruti Suzuki,Baleno,14,164476,10.8,98.9,1618.0,38.2,95.6,12.4,12.2,49.3,55.7,32.3,3.5,7.2,0,No Fault,No Fault,0
DL1CDM6715,mahindra,Thar,14,164476,43.1,90.7,980.0,55.8,,14.5,,34.7,52.5,32.5,3.2,6.2,0,No Fault,No Fault,0
DL12CLQ8641,tata,Nexon,4,44736,22.8,97.4,1127.0,66.2,95.8,13.4,14.7,51.0,16.7,34.2,3.1,11.0,1,Brake System,Worn Brakes,4
DL10CGY4204,Maruti Suzuki,Swift,7,80658,18.6,102.9,2221.0,34.5,88.6,12.0,14.6,36.7,84.1,31.1,3.6,5.7,1,Electrical System,Charging Failure,6
DL4CRE6200,Honda,Amaze,12,140528,28.8,104.2,2004.0,52.7,81.9,14.1,24.1,21.1,51.6,34.4,3.6,10.0,1,Sensors,MAF Sensor Failure,6
DL2CWP9823,Tata,Harrier,9,104606,14.5,100.7,906.0,32.2,88.6,14.3,10.9,46.5,18.6,34.4,4.0,11.2,1,Brake System,Worn Brakes,5
DL5CRL6495,Mahindra,XUV300,11,128554,30.0,92.5,1501.0,48.2,79.9,11.5,5.6,17.6,57.8,34.9,0.8,11.2,1,Electrical System,Charging Failure,6
DL7CUR7676,honda,City,10,116580,41.0,103.5,1343.0,45.5,,14.1,,42.3,71.5,22.3,0.9,8.8,1,Tires,Low Tire Pressure,2
DL12CBO4834,Tata,Tiago,7,80658,36.4,90.8,1583.0,55.5,77.0,13.0,11.1,59.2,46.6,28.8,2.4,7.4,1,Tires,Low Tire Pressure,3
DL9CEO2032,Hyundai,Creta,9,104606,37.0,90.4,778.0,38.9,74.5,12.9,3.6,45.5,60.1,23.2,3.7,7.5,1,Tires,Low Tire Pressure,3
DL4CNK5796,Hyundai,i10,2,20788,41.9,98.6,2377.0,39.6,85.2,13.6,7.3,16.3,73.1,34.8,2.7,6.8,0,No Fault,No Fault,0
DL9CFA2297,Maruti Suzuki,Baleno,7,80658,23.9,104.9,1108.0,53.8,92.1,14.1,10.0,43.1,60.2,22.7,3.1,8.8,1,Tires,Low Tire Pressure,3
DL7CGQ5494,Maruti Suzuki,Dzire,6,68684,16.0,94.1,1090.0,52.6,73.4,12.1,6.1,56.2,68.2,31.6,2.1,10.9,1,Electrical System,Charging Failure,5
DL3CDV8395,Maruti Suzuki,Swift,6,68684,42.0,95.1,1445.0,56.9,92.3,13.2,23.6,38.5,87.3,33.4,2.4,8.4,1,Sensors,MAF Sensor Failure,6
DL7CFY5201,Honda,Amaze,14,164476,34.2,94.5,1119.0,46.9,75.0,14.0,15.0,24.1,38.2,32.1,1.8,10.7,0,No Fault,No Fault,0
DL9CJN4491,Honda,Amaze,3,32762,23.7,90.6,2207.0,30.0,90.8,11.8,3.1,19.8,53.1,33.1,3.5,7.7,1,Electrical System,Charging Failure,7
DL11CYT6133,maruti suzuki,Baleno,5,56710,19.4,92.3,1089.0,64.0,97.7,13.4,14.2,44.5,34.4,32.6,1.2,7.4,0,No Fault,No Fault,0
DL11CBJ3128,Mahindra,Thar,5,56710,14.1,88.9,1373.0,51.3,88.9,13.9,17.6,43.0,33.6,32.5,1.7,7.7,1,Sensors,MAF Sensor Failure,5
DL4CJW7972,Maruti Suzuki,Dzire,3,32762,35.3,95.4,2128.0,18.8,82.8,13.9,4.2,52.9,78.8,32.2,0.8,10.0,1,Engine,Low Oil Pressure,10
DL3CMY6180,Hyundai,i10,5,56710,34.4,114.7,1548.0,63.1,77.2,13.6,14.7,40.7,40.6,31.5,2.6,5.3,1,Cooling System,Overheating,8
DL9CAA6053,Mahindra,XUV300,10,116580,43.0,96.4,1388.0,60.6,98.2,12.7,4.0,16.3,83.3,31.8,3.1,8.6,0,No Fault,No Fault,0
DL8CPD5357,Maruti Suzuki,Wagon R,2,20788,26.6,93.3,1888.0,40.1,78.5,13.3,9.4,16.5,35.5,22.0,3.4,6.4,1,Tires,Low Tire Pressure,2
DL7CRH4366,Maruti Suzuki,Dzire,5,56710,23.1,95.8,2209.0,65.1,99.3,14.1,12.6,17.0,84.4,34.6,1.8,7.3,0,No Fault,No Fault,0
DL2CQZ8192,Hyundai,Creta,8,92632,29.0,102.1,1045.0,52.6,96.9,13.7,13.4,25.9,7.0,32.3,2.4,8.5,1,Brake System,Worn Brakes,3
DL3CQL4570,Maruti Suzuki,Swift,14,164476,38.2,102.6,2114.0,27.0,79.6,14.1,6.3,35.3,63.9,31.3,1.1,11.7,1,Engine,Low Oil Pressure,10
DL1CQN6199,Tata,Tiago,14,164476,29.3,116.6,1307.0,48.5,81.0,13.7,8.1,18.0,88.6,34.4,0.9,11.4,1,Cooling System,Overheating,8
DL1CME1449,Tata,Harrier,8,92632,34.8,97.2,2475.0,35.3,77.9,13.3,23.2,43.6,91.8,31.2,2.8,10.6,1,Sensors,MAF Sensor Failure,4
DL5CHS3365,Tata,Harrier,4,44736,12.9,90.1,2272.0,29.4,94.8,12.6,5.3,34.4,31.9,31.8,1.7,6.1,0,No Fault,No Fault,0
DL6CLV6530,Maruti Suzuki,Wagon R,5,56710,15.6,102.0,2307.0,53.0,75.6,13.1,8.5,51.0,57.9,31.9,2.8,5.6,0,No Fault,No Fault,0
DL4CEN8371,Maruti Suzuki,Dzire,1,8814,20.7,96.6,2483.0,62.7,82.5,13.7,13.9,15.3,55.3,32.5,1.8,5.3,0,No Fault,No Fault,0
DL7CCZ8973,Maruti Suzuki,Wagon R,3,32762,36.5,101.8,1540.0,38.1,95.1,14.4,5.3,51.7,72.2,27.9,3.9,9.8,1,Tires,Low Tire Pressure,2
DL3CLT3988,Maruti Suzuki,Wagon R,14,164476,43.5,104.7,1966.9467296076505,57.5,75.1,13.9,3.4,40.8,93.4,33.6,1.9,11.1,1,Fuel System,Fuel Injector Clog,5
DL4CSP4919,Maruti Suzuki,Baleno,4,44736,16.5,120.0,1728.0,40.5,83.0,12.6,3.4,52.6,92.9,32.1,1.6,9.0,1,Cooling System,Overheating,8
DL11CNV1421,Maruti Suzuki,Dzire,10,116580,43.7,96.0,1234.0,31.7,95.7,12.5,9.8,32.2,5.1,32.9,1.7,10.9,1,Brake System,Worn Brakes,4
DL12CVX8298,Hyundai,Creta,13,152502,42.5,93.7,2103.0,22.6,74.6,12.8,13.2,20.9,60.1,32.9,1.4,12.0,1,Engine,Low Oil Pressure,10
DL4CAJ1299,Mahindra,Thar,3,32762,25.8,92.7,703.6122827788871,40.8,79.0,13.2,13.2,43.4,58.9,33.1,2.0,8.6,1,Fuel System,Fuel Injector Clog,6
DL4CDI9300,Maruti Suzuki,Swift,8,92632,24.4,99.2,957.0,26.7,96.4,13.8,14.7,35.4,43.9,32.8,2.5,6.8,1,Engine,Low Oil Pressure,10
DL8CXQ6419,Tata,Nexon,4,44736,35.3,95.5,1262.3193688453277,41.2,90.3,12.8,7.5,51.0,88.9,34.3,0.8,8.5,1,Fuel System,Fuel Injector Clog,4
DL11CSZ4320,Mahindra,XUV300,2,20788,34.2,98.4,956.0,59.5,75.6,11.9,12.5,16.7,42.2,32.2,3.6,10.4,1,Electrical System,Charging Failure,6
DL8CUQ5751,Hyundai,Creta,9,104606,16.4,90.1,1474.0,61.0,82.8,13.5,12.1,50.5,65.0,33.5,3.1,5.7,0,No Fault,No Fault,0
DL2CUZ2411,Honda,Amaze,3,32762,21.9,95.1,1306.0,38.9,79.9,14.4,4.9,18.5,95.9,32.4,0.6,9.0,0,No Fault,No Fault,0
DL3COP3145,Maruti Suzuki,Baleno,8,92632,41.5,109.8,1968.0,51.6,90.1,12.9,4.3,52.2,37.4,31.2,3.8,6.7,1,Cooling System,Overheating,9
DL7CTO4901,Maruti Suzuki,Swift,7,80658,35.0,89.5,1682.0,57.3,77.1,12.9,16.7,51.0,80.5,34.3,3.1,11.0,1,Sensors,MAF Sensor Failure,4
DL5COT2164,Hyundai,i10,7,80658,17.4,104.8,1318.0,30.1,84.9,14.2,18.0,56.7,56.6,33.6,3.8,7.8,1,Sensors,MAF Sensor Failure,5
DL6CID2835,Hyundai,Creta,11,128554,42.2,96.3,2368.0,35.4,91.5,14.1,6.6,52.6,39.7,27.4,2.6,6.8,1,Tires,Low Tire Pressure,3
DL4CCW7577,maruti suzuki,Swift,10,116580,22.1,95.5,1672.0,52.7,71.3,14.0,7.6,27.7,15.0,34.1,2.1,11.6,1,Brake System,Worn Brakes,3
DL6CPC7212,Honda,Amaze,4,44736,36.8,98.7,2493.0,61.5,71.2,13.6,14.1,44.9,60.5,32.5,3.0,7.9,0,No Fault,No Fault,0
DL2CPH9601,Maruti Suzuki,Wagon R,7,80658,30.9,94.2,1599.0,30.3,70.5,12.8,10.9,24.7,44.0,23.4,1.9,8.5,1,Tires,Low Tire Pressure,3
DL1CMQ7761,maruti suzuki,Wagon R,13,152502,19.4,92.9,704.0,29.9,93.0,12.4,14.0,44.0,43.8,32.9,3.7,7.7,0,No Fault,No Fault,0
DL1CBU7199,Maruti Suzuki,Wagon R,13,152502,36.3,88.2,760.0,42.3,94.9,12.7,14.0,36.2,80.0,34.4,1.8,5.9,0,No Fault,No Fault,0
DL1CYY8615,Maruti Suzuki,Dzire,9,104606,24.2,97.9,2190.0,30.7,73.5,13.4,11.0,60.0,13.1,32.4,1.2,6.8,1,Brake System,Worn Brakes,5
DL8CLQ8696,Maruti Suzuki,Baleno,11,128554,29.4,90.2,2629.0,43.1,94.6,12.7,13.8,44.8,95.9,32.7,1.7,6.9,1,Transmission,Transmission Slip,10
DL12CHI6629,Maruti Suzuki,Dzire,4,44736,28.3,90.8,2225.0,20.6,84.7,13.1,8.9,32.9,50.1,32.8,3.8,11.2,1,Engine,Low Oil Pressure,10
DL10CLY2769,Maruti Suzuki,Baleno,6,68684,36.8,99.6,1017.0,27.0,82.6,14.1,11.9,24.0,69.7,34.3,0.9,7.8,1,Engine,Low Oil Pressure,10
DL5CLZ1153,hyundai,Venue,8,92632,17.4,92.4,1024.0,50.2,,13.7,,15.9,87.5,32.9,3.5,5.4,0,No Fault,No Fault,0
DL4CNL5097,Mahindra,Scorpio,12,140528,18.6,98.2,1460.0,37.1,81.2,12.8,5.2,35.2,82.9,34.0,3.7,5.4,0,No Fault,No Fault,0
DL9CKE6311,Maruti Suzuki,Swift,7,80658,38.2,101.0,2491.0,62.5,83.7,12.6,5.9,20.6,42.6,28.4,3.8,8.9,1,Tires,Low Tire Pressure,2
DL6CAG2645,tata,Nexon,5,56710,31.9,89.4,2015.0,47.5,98.3,12.9,5.2,41.0,32.4,34.2,0.6,8.9,0,No Fault,No Fault,0
DL5CAD2876,Honda,City,3,32762,12.5,101.5,2059.0,39.5,97.7,13.3,14.9,52.6,92.3,31.3,0.8,6.0,0,No Fault,No Fault,0
DL12CBX4729,Hyundai,i10,11,128554,26.3,101.2,786.0,44.4,78.5,13.6,24.8,44.7,40.9,34.1,3.2,7.4,1,Sensors,MAF Sensor Failure,4
DL10CDQ6987,Honda,City,4,44736,16.1,94.0,2316.0,36.8,93.8,12.1,12.6,23.0,34.9,32.7,1.2,9.2,1,Electrical System,Charging Failure,6
DL5CCN5297,Tata,Nexon,5,56710,43.0,92.7,1532.0,46.2,89.3,13.4,9.3,34.3,89.0,33.9,0.9,9.4,0,No Fault,No Fault,0
DL4CVT1350,Maruti Suzuki,Dzire,13,152502,18.1,95.4,1393.0,62.0,80.2,13.8,4.6,49.0,83.0,33.5,0.9,8.0,0,No Fault,No Fault,0
DL2CBS4783,Tata,Harrier,12,140528,33.1,105.1,2496.0,45.0,95.0,12.2,8.4,22.4,69.0,32.4,3.5,10.1,1,Electrical System,Charging Failure,7
DL9CCI2077,Mahindra,Scorpio,2,20788,29.7,92.2,973.0,59.2,98.7,13.3,4.0,58.2,56.1,33.4,2.2,5.6,0,No Fault,No Fault,0
DL6CCI7377,Maruti Suzuki,Swift,7,80658,28.5,105.6,1888.0,59.9,98.6,13.2,19.6,17.5,37.9,31.9,1.6,8.4,1,Sensors,MAF Sensor Failure,4
DL5CDL9004,Mahindra,Scorpio,1,8814,13.7,99.8,955.0016125257436,56.3,76.0,14.4,5.5,49.9,61.6,34.3,3.0,7.4,1,Fuel System,Fuel Injector Clog,4
DL5CTK9347,Maruti Suzuki,Baleno,4,44736,39.7,100.0,1683.8462566217345,50.0,80.5,13.2,9.6,54.6,38.6,34.3,0.9,6.4,1,Fuel System,Fuel Injector Clog,5
DL1CSM2897,Hyundai,Creta,1,8814,18.8,99.2,2203.0,65.4,95.2,12.6,9.7,35.8,33.1,23.8,2.6,5.5,1,Tires,Low Tire Pressure,3
DL12CYP5624,Tata,Harrier,3,32762,40.7,99.3,2391.0,65.4,94.2,13.9,5.4,44.6,67.7,31.6,1.9,7.7,1,Transmission,Transmission Slip,10
DL11CES9547,Hyundai,i10,2,20788,36.4,103.9,2576.0,31.7,99.7,13.9,7.0,43.8,32.5,33.9,3.8,9.6,1,Transmission,Transmission Slip,9
DL1CGQ3422,Maruti Suzuki,Wagon R,13,152502,25.3,88.8,1551.0,56.7,99.7,11.8,14.1,50.8,71.1,32.0,1.2,10.3,1,Electrical System,Charging Failure,7
DL11CYN6441,Maruti Suzuki,Baleno,2,20788,41.5,97.6,1332.0,64.6,88.6,14.1,7.3,40.9,7.7,33.2,3.5,7.3,1,Brake System,Worn Brakes,5
DL2CFX3833,Hyundai,Creta,11,128554,22.5,95.1,1248.0,34.3,93.6,12.7,24.5,21.1,89.6,34.6,3.1,5.3,1,Sensors,MAF Sensor Failure,6
DL8CJX6244,Maruti Suzuki,Baleno,2,20788,17.3,100.0,2135.0,50.0,96.4,13.9,3.1,41.7,89.5,32.3,0.7,6.4,0,No Fault,No Fault,0
DL6CJW7861,Maruti Suzuki,Swift,12,140528,37.8,104.4,1878.0,44.9,90.6,14.3,9.4,57.1,37.3,33.3,1.0,10.1,0,No Fault,No Fault,0
DL12CRS6775,Hyundai,Venue,10,116580,38.8,111.1,2372.0,53.9,97.7,13.6,5.3,18.8,99.5,31.9,1.9,5.6,1,Cooling System,Overheating,7
DL1CTZ1867,Honda,City,4,44736,27.9,90.1,2006.0,65.0,80.0,13.7,10.6,36.8,73.0,32.0,3.9,5.2,0,No Fault,No Fault,0
DL6CXK4410,Honda,Amaze,8,92632,34.4,91.3,1081.0,60.6,79.6,12.5,10.6,58.9,52.0,31.6,3.0,5.2,0,No Fault,No Fault,0
DL4CVM1631,mahindra,Thar,1,8814,38.1,97.3,2390.0,20.3,70.9,12.8,7.0,52.7,77.9,32.8,2.4,8.4,1,Engine,Low Oil Pressure,10
DL2CTD8043,Hyundai,i10,14,164476,27.8,91.0,2016.0,55.7,85.4,13.4,9.3,37.2,11.1,32.6,2.8,10.1,1,Brake System,Worn Brakes,4
DL3CWR8601,Maruti Suzuki,Dzire,5,56710,25.8,101.4,2152.0,39.1,81.9,13.8,4.1,48.3,98.3,31.7,3.1,10.7,0,No Fault,No Fault,0
DL6CQC2768,Honda,City,3,32762,26.5,97.6,1377.0,65.9,78.9,12.9,7.1,18.7,65.4,24.0,2.4,5.7,1,Tires,Low Tire Pressure,1
DL7CBF1982,Honda,City,6,68684,36.8,105.9,1348.0,63.6,93.5,14.1,6.0,26.5,41.9,33.6,1.5,10.4,0,No Fault,No Fault,0
DL8CXH7282,Honda,City,7,80658,40.5,88.1,1981.0,46.3,95.4,13.1,4.4,57.3,17.8,32.4,1.3,6.0,1,Brake System,Worn Brakes,5
DL8CVY1933,Maruti Suzuki,Swift,3,32762,23.1,99.7,1175.0,30.1,79.7,14.2,7.0,16.7,32.0,32.8,2.2,5.2,0,No Fault,No Fault,0
DL11COU4735,Tata,Harrier,6,68684,11.5,103.2,833.0,24.3,94.8,13.6,14.8,27.7,73.9,32.2,1.7,8.3,1,Engine,Low Oil Pressure,10
DL12CCM5074,Mahindra,Thar,2,20788,20.2,96.8,2445.0,66.6,74.6,14.0,9.3,24.0,66.8,34.3,3.8,11.6,0,No Fault,No Fault,0
DL7CGN9755,Maruti Suzuki,Swift,14,164476,15.8,94.0,1110.0,60.5,75.3,12.0,6.3,59.6,63.0,33.9,0.8,6.3,1,Electrical System,Charging Failure,5
DL8CFC9288,Hyundai,i10,9,104606,20.5,95.2,2216.0,40.7,92.2,13.2,10.4,26.3,59.6,34.7,3.2,7.0,0,No Fault,No Fault,0
DL12CSG6540,Hyundai,i10,8,92632,35.1,105.8,1739.0,60.6,85.0,12.1,7.0,26.2,41.2,33.6,1.8,5.5,1,Electrical System,Charging Failure,7
DL6CIO9237,Hyundai,Venue,8,92632,43.4,102.1,924.0,25.7,75.3,14.3,5.9,56.7,87.9,32.0,1.2,10.8,1,Engine,Low Oil Pressure,10
DL12COH3849,Tata,Tiago,2,20788,23.3,100.9,2952.0,40.2,76.5,12.9,5.3,44.3,81.2,33.5,2.3,5.7,1,Transmission,Transmission Slip,8
DL12CLL2956,Hyundai,Venue,5,56710,31.9,94.1,2118.0,62.2,97.1,13.8,10.8,31.8,83.0,31.5,0.7,10.6,1,Transmission,Transmission Slip,10
DL3CCF7061,hyundai,Creta,10,116580,34.9,100.1,2196.0,49.7,,12.6,,17.7,17.5,34.4,0.5,10.5,1,Brake System,Worn Brakes,3
DL1CGA9667,Maruti Suzuki,Dzire,9,104606,10.2,93.6,824.0,30.1,91.7,13.3,5.4,38.8,32.2,31.3,4.0,5.1,0,No Fault,No Fault,0
DL10CPQ3542,Maruti Suzuki,Dzire,5,56710,19.5,91.6,1835.0,25.3,96.9,12.5,14.2,45.7,97.0,32.5,1.6,10.3,1,Engine,Low Oil Pressure,10
DL3CMC9812,Maruti Suzuki,Dzire,1,8814,43.8,92.9,1040.0,67.7,89.2,13.8,14.3,44.7,81.3,22.4,2.6,10.9,1,Tires,Low Tire Pressure,2
DL10CWK2262,Hyundai,Creta,4,44736,21.7,90.8,822.0,26.1,83.4,12.8,4.8,26.0,62.7,34.5,2.8,7.6,1,Engine,Low Oil Pressure,10
DL11CJU9227,Maruti Suzuki,Dzire,2,20788,25.1,95.8,1245.0,42.7,89.3,12.6,4.8,17.9,67.1,32.5,2.6,5.5,0,No Fault,No Fault,0
DL1CYY7743,Maruti Suzuki,Dzire,14,164476,19.5,88.8,1644.150821052402,46.9,98.5,13.4,4.6,42.5,40.4,34.0,4.0,11.7,1,Fuel System,Fuel Injector Clog,6
DL5CXR1604,Hyundai,Creta,1,8814,34.5,117.7,2220.0,57.7,78.3,14.4,9.4,26.4,94.5,34.2,2.6,5.8,1,Cooling System,Overheating,8
DL3CXN8793,Hyundai,Venue,2,20788,25.8,98.2,1986.0,51.5,93.6,13.6,5.9,38.3,68.6,32.2,0.6,9.6,0,No Fault,No Fault,0
DL3CBT1745,Hyundai,Venue,1,8814,18.1,99.1,1810.0,51.0,85.7,14.0,6.4,29.5,64.1,28.3,2.6,8.6,1,Tires,Low Tire Pressure,3
DL9CRW7092,Tata,Harrier,2,20788,34.3,91.2,1416.0,44.3,83.2,12.9,10.2,40.4,24.3,31.3,1.9,7.3,1,Brake System,Worn Brakes,3
DL5COB6960,Hyundai,Creta,14,164476,25.6,101.9,2023.0,22.3,97.3,13.4,5.6,37.9,74.2,32.4,1.7,9.6,1,Engine,Low Oil Pressure,10
DL9CXY2941,Maruti Suzuki,Wagon R,8,92632,26.1,121.5,906.0,34.5,76.4,13.2,5.9,18.6,96.9,32.8,0.9,8.4,1,Cooling System,Overheating,8
DL3CFN1009,Maruti Suzuki,Wagon R,8,92632,37.1,116.2,2286.0,33.1,89.8,13.4,14.1,59.7,58.0,34.1,1.0,6.3,1,Cooling System,Overheating,8
DL5COB2937,hyundai,i10,7,80658,37.9,88.9,2256.0,39.6,93.3,11.9,14.1,58.4,97.7,34.3,1.5,5.4,1,Electrical System,Charging Failure,7
DL8CJY7713,honda,City,13,152502,28.1,102.3,3280.0,52.7,,13.8,,20.6,80.8,34.9,4.0,8.2,1,Transmission,Transmission Slip,8
DL11CLL2895,Mahindra,Thar,1,8814,22.9,95.7,1229.0,56.4,98.7,13.3,8.4,21.6,16.6,32.4,0.7,9.9,1,Brake System,Worn Brakes,3
DL5CUA8729,Tata,Nexon,9,104606,10.6,105.5,1602.0,39.8,95.3,13.4,14.6,49.9,53.1,32.5,0.9,8.4,0,No Fault,No Fault,0
DL9CNY4252,Maruti Suzuki,Dzire,10,116580,23.4,95.5,1074.0,49.5,78.8,13.1,9.4,59.2,40.8,31.1,1.9,6.9,0,No Fault,No Fault,0
DL1CUV6915,Hyundai,Creta,10,116580,20.6,89.8,867.0,21.4,84.2,13.2,3.6,31.0,42.0,32.2,2.2,10.4,1,Engine,Low Oil Pressure,10
DL10COE6511,Maruti Suzuki,Dzire,7,80658,12.8,101.5,1284.0,63.3,92.3,13.4,13.9,29.3,42.6,33.3,2.1,8.1,0,No Fault,No Fault,0
DL6CJE5293,Mahindra,Thar,7,80658,18.5,94.6,1270.0,64.0,71.2,14.1,9.8,35.0,48.0,34.5,1.1,5.5,0,No Fault,No Fault,0
DL6CHW6500,Maruti Suzuki,Baleno,8,92632,36.3,98.5,1551.0,26.5,85.0,13.9,5.0,40.2,83.9,34.5,2.4,6.4,1,Engine,Low Oil Pressure,10
DL11CLW6473,Mahindra,Thar,7,80658,26.1,117.6,876.0,47.0,94.7,14.0,7.0,38.3,35.2,32.6,1.6,11.1,1,Cooling System,Overheating,8
DL11CRH7961,honda,City,13,152502,36.6,103.2,1643.1041155516496,52.3,99.7,12.6,6.6,49.9,31.3,34.7,2.6,11.3,1,Fuel System,Fuel Injector Clog,6
DL6CRX1438,Maruti Suzuki,Baleno,12,140528,43.9,120.6,2117.0,33.7,85.5,14.3,12.6,16.1,69.7,32.6,4.0,9.2,1,Cooling System,Overheating,7
DL8CEZ3804,Maruti Suzuki,Dzire,8,92632,39.7,95.4,1678.0,40.8,86.6,13.8,15.0,42.4,98.4,32.3,2.2,5.7,0,No Fault,No Fault,0
DL11CAN4935,Maruti Suzuki,Dzire,2,20788,32.7,90.0,1924.0,45.9,94.1,11.8,11.5,30.8,92.7,31.2,3.4,8.0,1,Electrical System,Charging Failure,7
DL4CKW6187,honda,Amaze,10,116580,12.3,93.6,1532.0,28.1,95.3,12.8,22.5,50.3,42.1,32.2,3.4,8.5,1,Sensors,MAF Sensor Failure,5
DL4CVH7358,Tata,Tiago,14,164476,30.5,102.8,2283.0,56.7,82.4,13.6,17.3,43.2,56.1,33.5,0.6,5.3,1,Sensors,MAF Sensor Failure,6
DL5CYJ5203,Hyundai,Creta,10,116580,41.6,95.8,2255.0,60.0,97.3,14.2,16.2,15.3,42.7,33.1,3.3,11.3,1,Sensors,MAF Sensor Failure,5
DL4CVE4138,Hyundai,i10,1,8814,33.3,94.0,954.0,33.7,94.0,13.7,6.8,45.6,51.2,27.1,2.1,5.8,1,Tires,Low Tire Pressure,2
DL4CRH4070,Mahindra,Thar,7,80658,21.3,90.8,1844.23386667768,64.3,83.9,13.2,5.5,31.2,94.7,34.0,2.4,5.9,1,Fuel System,Fuel Injector Clog,4
DL1CJO7667,hyundai,Creta,4,44736,34.2,92.6,1219.0,42.6,,13.6,,33.0,80.2,26.4,3.9,7.9,1,Tires,Low Tire Pressure,3
DL10CFM7455,Honda,City,8,92632,30.8,93.9,2103.0,30.4,94.5,12.2,11.4,45.8,39.7,33.3,0.8,11.6,1,Electrical System,Charging Failure,5
DL1CKN6930,Maruti Suzuki,Dzire,4,44736,29.1,101.7,1847.0,28.5,93.2,14.2,10.5,24.1,62.5,32.0,1.7,10.9,0,No Fault,No Fault,0
DL11CYJ3816,Maruti Suzuki,Swift,10,116580,23.5,104.8,1329.0,53.3,98.6,14.4,7.7,36.1,66.7,31.7,3.6,5.5,0,No Fault,No Fault,0
DL3CYS3668,Honda,Amaze,10,116580,27.8,100.1,1915.0,45.5,79.9,13.6,11.9,35.9,73.6,33.3,1.9,10.3,1,Transmission,Transmission Slip,10
DL10CFM3384,Hyundai,Creta,13,152502,39.4,105.7,1596.0,52.2,91.9,13.7,4.3,48.4,86.8,24.4,4.0,9.2,1,Tires,Low Tire Pressure,2
DL7CEG4951,Tata,Harrier,4,44736,43.7,99.5,1709.0,53.4,87.1,12.7,3.8,25.6,80.1,31.8,1.6,6.5,0,No Fault,No Fault,0
DL2CQA3187,Maruti Suzuki,Dzire,14,164476,10.8,105.0,825.0,18.3,88.0,12.7,4.9,56.5,57.6,32.9,1.3,10.1,1,Engine,Low Oil Pressure,10
DL12CNN9774,Maruti Suzuki,Swift,1,8814,26.4,105.1,1987.0,43.9,79.2,13.7,3.3,33.0,67.1,31.1,3.9,11.1,0,No Fault,No Fault,0
DL3COD6733,Maruti Suzuki,Dzire,12,140528,43.4,97.2,2153.0,24.6,81.9,13.8,10.2,46.0,62.8,31.9,0.5,10.3,1,Engine,Low Oil Pressure,10
DL7CSF5909,Hyundai,i10,6,68684,17.9,94.1,2443.0,41.0,97.0,14.3,11.2,40.2,58.0,23.3,1.9,6.1,1,Tires,Low Tire Pressure,2
DL4CCL6192,Tata,Harrier,3,32762,27.3,88.0,2469.0,44.4,78.9,13.5,18.4,30.0,43.4,34.0,1.4,6.3,1,Sensors,MAF Sensor Failure,4
DL12CSC1541,Honda,Amaze,1,8814,40.8,100.6,2197.0,41.2,86.2,12.6,12.6,20.9,48.6,31.6,3.3,8.9,0,No Fault,No Fault,0
DL11CFH5140,Maruti Suzuki,Swift,1,8814,26.5,90.9,1932.0,42.4,93.7,14.0,7.8,33.7,85.7,24.8,2.9,8.1,1,Tires,Low Tire Pressure,2
DL3CYX2062,Honda,Amaze,2,20788,41.4,95.8,2180.0,28.5,97.5,14.4,8.4,44.0,36.0,25.8,3.6,10.2,1,Tires,Low Tire Pressure,2
DL3CHV5825,Maruti Suzuki,Wagon R,1,8814,27.0,104.0,1654.0,34.8,91.3,12.8,9.0,58.2,45.7,32.0,3.6,8.6,0,No Fault,No Fault,0
DL7CFL8857,Honda,Amaze,13,152502,44.8,98.1,1513.0,46.2,73.5,14.4,13.7,58.5,90.5,34.1,0.8,10.4,0,No Fault,No Fault,0
DL9CMG3531,Maruti Suzuki,Swift,14,164476,20.7,93.4,3458.0,52.0,73.7,12.4,10.3,20.4,78.8,32.3,3.6,8.8,1,Transmission,Transmission Slip,8
DL3CNQ2062,Hyundai,Creta,12,140528,26.7,90.2,1852.8396669810768,48.1,77.9,13.5,11.3,16.1,37.4,32.8,0.7,5.7,1,Fuel System,Fuel Injector Clog,5
DL12CIA1791,Maruti Suzuki,Wagon R,11,128554,43.1,97.0,1939.0,41.6,77.7,11.8,4.2,54.3,95.2,34.5,2.4,10.4,1,Electrical System,Charging Failure,6
DL5CGI5658,Maruti Suzuki,Baleno,9,104606,21.2,91.5,1136.0,34.9,81.6,12.4,23.4,59.4,80.6,31.3,2.6,9.9,1,Sensors,MAF Sensor Failure,4
